FILL_POLL_START status=/proc/asound/card2/pcm0p/sub0/status duration=60s hz=10
1787363060.845057 RUNNING 3686400 3684258
1787363060.949329 RUNNING 3691520 3689251
1787363061.053900 RUNNING 3696640 3694292
1787363061.158030 RUNNING 3701760 3699284
1787363061.261994 RUNNING 3706880 3704277
1787363061.365362 RUNNING 3712000 3709222
1787363061.469286 RUNNING 3717120 3714214
1787363061.572460 RUNNING 3721216 3719159
1787363061.675984 RUNNING 3726336 3724152
1787363061.779311 RUNNING 3731456 3729096
1787363061.882471 RUNNING 3736576 3734041
1787363061.985604 RUNNING 3741696 3738986
1787363062.088820 RUNNING 3746816 3743978
1787363062.192312 RUNNING 3751936 3748923
1787363062.295741 RUNNING 3756032 3753868
1787363062.398765 RUNNING 3761152 3758812
1787363062.501836 RUNNING 3766272 3763757
1787363062.605306 RUNNING 3771392 3768750
1787363062.710002 RUNNING 3776512 3773790
1787363062.815977 RUNNING 3781632 3778927
1787363062.920880 RUNNING 3786752 
1787363063.024828 RUNNING 3791872 3788864
1787363063.128689 RUNNING 3795968 3793857
1787363063.231913 RUNNING 3801088 3798802
1787363063.334976 RUNNING 3806208 3803746
1787363063.438006 RUNNING 3811328 3808739
1787363063.541691 RUNNING 3816448 3813684
1787363063.645382 RUNNING 3821568 3818676
1787363063.750159 RUNNING 3826688 3823717
1787363063.854691 RUNNING 3830784 3828710
1787363063.958179 RUNNING 3835904 3833702
1787363064.061462 RUNNING 3841024 3838647
1787363064.165079 RUNNING 3846144 3843592
1787363064.270679 RUNNING 3851264 3848728
1787363064.375010 RUNNING 3856384 3853673
1787363064.478707 RUNNING 3861504 3858666
1787363064.582259 RUNNING 3866624 3863658
1787363064.686418 RUNNING 3870720 3868651
1787363064.790025 RUNNING 3875840 3873596
1787363064.893142 RUNNING 3880960 3878540
1787363064.996304 RUNNING 3886080 
1787363065.099372 RUNNING 3891200 3888478
1787363065.202570 RUNNING 3896320 3893422
1787363065.306022 RUNNING 3900416 3898367
1787363065.409561 RUNNING 3905536 3903360
